"","points","id","year","populationx1000","mean_points_by_year","factor.city"
"1779",24,"33988","2006",11514,293,"moscow"
"1780",88,"42028","2009",11514,59,"moscow"
"1781",8,"33906","2005",11514,456,"moscow"
"1782",89,"40508","2006",11514,293,"moscow"
"1783",130,"37934","2008",11514,105,"moscow"
"1784",89,"41534","2005",11514,456,"moscow"
"1785",95,"35821","2007",11514,181,"moscow"
"1786",47,"40718","2009",11514,59,"moscow"
"1787",38,"44586","2011",11514,15,"moscow"
"1788",8,"39115","2006",11514,293,"moscow"
"1789",41,"43407","2009",11514,59,"moscow"
"1790",32,"38668","2007",11514,181,"moscow"
"1791",111,"36972","2007",11514,181,"moscow"
"1792",167,"34885","2006",11514,293,"moscow"
"1793",194,"33119","2005",11514,456,"moscow"
"1794",1,"45027","2010",11514,37,"moscow"
"1795",37,"43521","2010",11514,37,"moscow"
"1796",47,"42993","2008",11514,105,"moscow"
"1797",351,"43712","2004",11514,657,"moscow"
"1798",8,"43530","2006",11514,293,"moscow"
"1799",129,"40115","2009",11514,59,"moscow"
"1800",259,"27629","2004",11514,657,"moscow"
"1801",110,"37673","2006",11514,293,"moscow"
"1802",213,"29163","2004",11514,657,"moscow"
"1803",16,"44768","2011",11514,15,"moscow"
"1804",7,"38709","2007",11514,181,"moscow"
"1805",35,"42050","2007",11514,181,"moscow"
"1806",86,"39708","2008",11514,105,"moscow"
"1807",86,"40057","2009",11514,59,"moscow"
"1808",36,"43958","2010",11514,37,"moscow"
"1809",85,"39179","2008",11514,105,"moscow"
"1810",8,"36613","2005",11514,456,"moscow"
"1811",83,"37020","2006",11514,293,"moscow"
"1812",85,"41105","2009",11514,59,"moscow"
"1813",45,"34646","2006",11514,293,"moscow"
"1814",11,"43810","2010",11514,37,"moscow"
"1815",34,"41275","2009",11514,59,"moscow"
"1816",48,"43098","2007",11514,181,"moscow"
"1817",45,"35939","2006",11514,293,"moscow"
"1818",678,"31521","2005",11514,456,"moscow"
"1819",734,"31327","2005",11514,456,"moscow"
"1820",11,"44201","2010",11514,37,"moscow"
"1821",391,"31578","2005",11514,456,"moscow"
"1822",100,"32729","2004",11514,657,"moscow"
"1823",236,"35724","2007",11514,181,"moscow"
"1824",81,"30739","2004",11514,657,"moscow"
"1825",47,"39523","2007",11514,181,"moscow"
"1826",34,"44313","2009",11514,59,"moscow"
"1827",7,"41251","2009",11514,59,"moscow"
"1828",65,"42806","2009",11514,59,"moscow"
"1829",35,"43675","2010",11514,37,"moscow"
"1830",11,"41919","2009",11514,59,"moscow"
"1831",44,"32384","2004",11514,657,"moscow"
"1832",15,"45028","2011",11514,15,"moscow"
"1833",54,"40293","2009",11514,59,"moscow"
"1834",6,"40699","2009",11514,59,"moscow"
"1835",185,"40539","2009",11514,59,"moscow"
"1836",83,"40156","2009",11514,59,"moscow"
"1837",135,"37900","2008",11514,105,"moscow"
"1838",26,"42611","2008",11514,105,"moscow"
"1839",10,"40610","2008",11514,105,"moscow"
"1840",83,"40221","2009",11514,59,"moscow"
"1841",10,"40729","2009",11514,59,"moscow"
"1842",77,"41021","2006",11514,293,"moscow"
"1843",1,"43163","2010",11514,37,"moscow"
"1844",229,"35314","2007",11514,181,"moscow"
"1845",33,"44500","2011",11514,15,"moscow"
"1846",33,"42295","2010",11514,37,"moscow"
"1847",14,"42725","2010",11514,37,"moscow"
"1848",56,"36941","2006",11514,293,"moscow"
"1849",5,"43421","2009",11514,59,"moscow"
"1850",579,"31123","2005",11514,456,"moscow"
"1851",57,"35081","2006",11514,293,"moscow"
"1852",202,"30726","2004",11514,657,"moscow"
"1853",33,"44759","2010",11514,37,"moscow"
"1854",32,"42328","2010",11514,37,"moscow"
"1855",53,"41347","2008",11514,105,"moscow"
"1856",17,"44730","2010",11514,37,"moscow"
"1857",2,"39398","2007",11514,181,"moscow"
"1858",14,"44360","2011",11514,15,"moscow"
"1859",47,"40456","2009",11514,59,"moscow"
"1860",82,"41846","2009",11514,59,"moscow"
"1861",20,"40451","2009",11514,59,"moscow"
"1862",438,"29632","2004",11514,657,"moscow"
"1863",31,"37842","2008",11514,105,"moscow"
"1864",10,"43889","2010",11514,37,"moscow"
"1865",324,"31112","2004",11514,657,"moscow"
"1866",10,"44118","2009",11514,59,"moscow"
"1867",30,"42762","2010",11514,37,"moscow"
"1868",31,"39692","2008",11514,105,"moscow"
"1869",282,"35350","2007",11514,181,"moscow"
"1870",448,"33243","2005",11514,456,"moscow"
"1871",78,"37183","2007",11514,181,"moscow"
"1872",5,"40914","2009",11514,59,"moscow"
"1873",16,"45146","2006",11514,293,"moscow"
"1874",93,"40112","2009",11514,59,"moscow"
"1875",14,"43389","2010",11514,37,"moscow"
"1876",37,"41274","2009",11514,59,"moscow"
"1877",5,"37885","2008",11514,105,"moscow"
"1878",61,"40721","2007",11514,181,"moscow"
"1879",16,"44745","2011",11514,15,"moscow"
"1880",577,"33490","2005",11514,456,"moscow"
"1881",4,"43336","2010",11514,37,"moscow"
"1882",215,"33525","2006",11514,293,"moscow"
"1883",28,"42707","2010",11514,37,"moscow"
"1884",8,"44826","2010",11514,37,"moscow"
"1885",89,"43618","2007",11514,181,"moscow"
"1886",26,"41895","2007",11514,181,"moscow"
"1887",5,"43922","2009",11514,59,"moscow"
"1888",30,"40579","2009",11514,59,"moscow"
"1889",12,"44362","2011",11514,15,"moscow"
"1890",7,"39090","2008",11514,105,"moscow"
"1891",189,"35183","2006",11514,293,"moscow"
"1892",209,"38378","2007",11514,181,"moscow"
"1893",115,"40679","2009",11514,59,"moscow"
"1894",8,"41415","2009",11514,59,"moscow"
"1895",30,"36196","2007",11514,181,"moscow"
"1896",5,"44802","2010",11514,37,"moscow"
"1897",11,"43588","2010",11514,37,"moscow"
"1898",84,"38717","2007",11514,181,"moscow"
"1899",18,"43369","2007",11514,181,"moscow"
"1900",185,"36201","2006",11514,293,"moscow"
"1901",40,"44079","2009",11514,59,"moscow"
"1902",39,"40697","2008",11514,105,"moscow"
"1903",83,"39670","2008",11514,105,"moscow"
"1904",539,"39424","2008",11514,105,"moscow"
"1905",4,"45086","2011",11514,15,"moscow"
"1906",8,"44284","2008",11514,105,"moscow"
"1907",28,"37484","2007",11514,181,"moscow"
"1908",43,"40320","2009",11514,59,"moscow"
"1909",209,"32255","2005",11514,456,"moscow"
"1910",10,"42276","2010",11514,37,"moscow"
"1911",13,"33567","2006",11514,293,"moscow"
"1912",24,"38082","2008",11514,105,"moscow"
"1913",602,"29033","2004",11514,657,"moscow"
"1914",53,"41346","2008",11514,105,"moscow"
"1915",4,"39707","2007",11514,181,"moscow"
"1916",14,"34922","2005",11514,456,"moscow"
"1917",22,"43385","2010",11514,37,"moscow"
"1918",16,"37981","2008",11514,105,"moscow"
"1919",9,"44654","2011",11514,15,"moscow"
"1920",43,"39795","2007",11514,181,"moscow"
"1921",199,"38475","2007",11514,181,"moscow"
"1922",23,"43859","2010",11514,37,"moscow"
"1923",31,"40208","2009",11514,59,"moscow"
"1924",6,"43772","2009",11514,59,"moscow"
"1925",16,"44076","2009",11514,59,"moscow"
"1926",78,"40288","2009",11514,59,"moscow"
"1927",8,"43351","2009",11514,59,"moscow"
"1928",10,"44917","2009",11514,59,"moscow"
"1929",196,"41689","2005",11514,456,"moscow"
"1930",127,"35322","2007",11514,181,"moscow"
"1931",94,"40070","2009",11514,59,"moscow"
"1932",40,"38324","2008",11514,105,"moscow"
"1933",93,"35746","2007",11514,181,"moscow"
"1934",74,"39653","2007",11514,181,"moscow"
"1935",92,"38487","2008",11514,105,"moscow"
"1936",77,"41710","2008",11514,105,"moscow"
"1937",18,"44787","2011",11514,15,"moscow"
"1938",11,"44548","2011",11514,15,"moscow"
"1939",8,"32271","2005",11514,456,"moscow"
"1940",82,"40066","2009",11514,59,"moscow"
"1941",205,"31095","2005",11514,456,"moscow"
"1942",15,"44885","2010",11514,37,"moscow"
"1943",204,"35669","2007",11514,181,"moscow"
"1944",202,"31389","2005",11514,456,"moscow"
"1945",5,"44867","2010",11514,37,"moscow"
"1946",9,"41382","2009",11514,59,"moscow"
"1947",9,"42404","2010",11514,37,"moscow"
"1948",401,"35755","2005",11514,456,"moscow"
"1949",10,"41068","2009",11514,59,"moscow"
"1950",14,"42680","2010",11514,37,"moscow"
"1951",32,"41871","2008",11514,105,"moscow"
"1952",13,"41440","2009",11514,59,"moscow"
"1953",6,"41205","2008",11514,105,"moscow"
"1954",145,"36856","2007",11514,181,"moscow"
"1955",140,"33531","2004",11514,657,"moscow"
"1956",26,"41983","2009",11514,59,"moscow"
"1957",9,"44364","2011",11514,15,"moscow"
"1958",9,"44766","2011",11514,15,"moscow"
"1959",9,"44355","2011",11514,15,"moscow"
"1960",4,"43984","2010",11514,37,"moscow"
"1961",18,"41731","2008",308,105,"other"
"1962",57,"39214","2007",308,181,"other"
"1963",8,"41433","2008",308,105,"other"
"1964",7,"43906","2010",308,37,"other"
"1965",256,"33393","2006",173,293,"other"
"1966",954,"35352","2007",173,181,"other"
"1967",7,"45046","2011",173,15,"other"
"1968",850,"33197","2006",173,293,"other"
"1969",17,"39104","2008",173,105,"other"
"1970",38,"44612","2011",173,15,"other"
"1971",358,"35072","2006",173,293,"other"
"1972",203,"33489","2005",173,456,"other"
"1973",107,"40173","2009",173,59,"other"
"1974",630,"31071","2004",173,657,"other"
"1975",617,"29117","2004",173,657,"other"
"1976",497,"39320","2008",173,105,"other"
"1977",63,"41137","2009",173,59,"other"
"1978",74,"36639","2006",173,293,"other"
"1979",123,"41499","2007",173,181,"other"
"1980",173,"40495","2009",173,59,"other"
"1981",91,"31417","2005",173,456,"other"
"1982",309,"33671","2006",173,293,"other"
"1983",4,"43623","2009",173,59,"other"
"1984",46,"38263","2008",173,105,"other"
"1985",2437,"31246","2004",173,657,"other"
"1986",439,"31887","2004",173,657,"other"
"1987",417,"35861","2007",173,181,"other"
"1988",413,"35816","2007",173,181,"other"
"1989",50,"42795","2010",173,37,"other"
"1990",76,"41515","2008",173,105,"other"
"1991",158,"40201","2009",173,59,"other"
"1992",431,"36506","2007",173,181,"other"
"1993",116,"37944","2008",173,105,"other"
"1994",16,"40231","2007",173,181,"other"
"1995",76,"42803","2009",173,59,"other"
"1996",15,"43321","2010",173,37,"other"
"1997",4,"44898","2011",173,15,"other"
"1998",451,"35860","2007",173,181,"other"
"1999",99,"37448","2006",513,293,"other"
"2000",48,"36460","2007",513,181,"other"
"2001",7,"43129","2007",513,181,"other"
"2002",21,"38804","2007",513,181,"other"
"2003",15,"43052","2007",513,181,"other"
"2004",11,"45164","2011",240,15,"other"
"2005",19,"35166","2006",240,293,"other"
"2006",93,"37413","2007",65,181,"other"
"2007",186,"38907","2005",65,456,"other"
"2008",112,"36924","2004",160,657,"other"
"2009",13,"41288","2009",160,59,"other"
"2010",47,"36131","2007",160,181,"other"
"2011",418,"33742","2004",160,657,"other"
"2012",9,"38802","2008",160,105,"other"
"2013",29,"40562","2009",160,59,"other"
"2014",173,"39831","2006",160,293,"other"
"2015",8,"43732","2008",160,105,"other"
"2016",34,"41479","2008",160,105,"other"
"2017",72,"43607","2004",160,657,"other"
"2018",180,"36482","2007",160,181,"other"
"2019",8,"41050","2006",160,293,"other"
"2020",114,"42939","2006",160,293,"other"
"2021",27,"41922","2008",160,105,"other"
"2022",40,"39060","2004",160,657,"other"
"2023",110,"38543","2005",160,456,"other"
"2024",47,"41921","2008",160,105,"other"
"2025",8,"41958","2008",160,105,"other"
"2026",40,"43654","2006",160,293,"other"
"2027",34,"43304","2010",160,37,"other"
"2028",14,"41308","2009",160,59,"other"
"2029",40,"35593","2007",160,181,"other"
"2030",51,"41896","2009",5,59,"other"
"2031",93,"35758","2007",122,181,"other"
"2032",1766,"31530","2005",122,456,"other"
"2033",50,"30783","2004",122,657,"other"
"2034",242,"35787","2007",122,181,"other"
"2035",107,"35757","2006",122,293,"other"
"2036",21,"43194","2010",123,37,"other"
"2037",58,"34025","2005",252,456,"other"
"2038",52,"43399","2009",252,59,"other"
"2039",399,"33688","2006",252,293,"other"
"2040",282,"37266","2006",252,293,"other"
"2041",23,"37808","2008",252,105,"other"
"2042",176,"31965","2005",252,456,"other"
"2043",11,"42048","2009",252,59,"other"
"2044",59,"43722","2008",252,105,"other"
"2045",109,"40864","2009",252,59,"other"
"2046",3,"44596","2011",252,15,"other"
"2047",46,"36383","2007",252,181,"other"
"2048",40,"44169","2009",252,59,"other"
"2049",22,"40924","2008",252,105,"other"
"2050",43,"42767","2010",252,37,"other"
"2051",29,"43298","2009",252,59,"other"
"2052",39,"44103","2009",252,59,"other"
"2053",121,"36217","2007",252,181,"other"
"2054",129,"42549","2010",252,37,"other"
"2055",6,"44761","2010",252,37,"other"
"2056",42,"44454","2011",234,15,"other"
"2057",133,"40226","2009",1251,59,"other"
"2058",215,"33712","2006",1251,293,"other"
"2059",40,"33622","2006",1251,293,"other"
"2060",162,"37667","2007",1251,181,"other"
"2061",92,"38912","2006",1251,293,"other"
"2062",614,"38531","2008",1251,105,"other"
"2063",27,"44005","2010",1251,37,"other"
"2064",267,"37874","2008",1251,105,"other"
"2065",56,"42964","2010",1251,37,"other"
"2066",193,"39993","2009",1251,59,"other"
"2067",285,"37953","2008",1251,105,"other"
"2068",135,"38890","2008",1251,105,"other"
"2069",184,"42935","2009",1251,59,"other"
"2070",140,"42805","2010",1251,37,"other"
"2071",66,"42972","2009",1251,59,"other"
"2072",65,"43895","2010",1251,37,"other"
"2073",559,"31851","2005",1251,456,"other"
"2074",4,"44104","2010",1251,37,"other"
"2075",135,"39951","2007",1251,181,"other"
"2076",168,"38479","2007",1251,181,"other"
"2077",10,"43214","2009",1251,59,"other"
"2078",86,"42338","2010",1251,37,"other"
"2079",16,"44528","2010",1251,37,"other"
"2080",162,"40725","2008",1251,105,"other"
"2081",7,"40972","2009",1251,59,"other"
"2082",45,"43916","2010",1251,37,"other"
"2083",1800,"32405","2005",1251,456,"other"
"2084",417,"33192","2006",362,293,"other"
"2085",450,"35414","2007",362,181,"other"
"2086",17,"42249","2010",362,37,"other"
"2087",110,"42287","2010",9,37,"other"
"2088",6,"40330","2009",29,59,"other"
"2089",3,"44361","2011",29,15,"other"
"2090",405,"36712","2007",548,181,"other"
"2091",64,"39843","2008",548,105,"other"
"2092",1631,"29242","2004",548,657,"other"
"2093",400,"29436","2004",548,657,"other"
"2094",163,"36188","2007",548,181,"other"
"2095",241,"40498","2009",548,59,"other"
"2096",18,"44151","2009",548,59,"other"
"2097",66,"41531","2009",548,59,"other"
"2098",409,"34598","2005",548,456,"other"
"2099",60,"41987","2008",548,105,"other"
"2100",36,"44155","2009",548,59,"other"
"2101",825,"33281","2006",548,293,"other"
"2102",34,"43965","2009",548,59,"other"
"2103",13,"44663","2011",548,15,"other"
"2104",164,"40823","2008",548,105,"other"
"2105",4,"44200","2010",548,37,"other"
"2106",26,"44152","2010",548,37,"other"
"2107",47,"44156","2009",548,59,"other"
"2108",7,"42112","2004",242,657,"other"
"2109",75,"42279","2010",242,37,"other"
"2110",12,"43152","2010",242,37,"other"
"2111",21,"44042","2009",242,59,"other"
"2112",132,"41759","2007",242,181,"other"
"2113",47,"42956","2010",242,37,"other"
"2114",31,"43962","2006",242,293,"other"
"2115",92,"42278","2010",242,37,"other"
"2116",37,"43815","2010",242,37,"other"
"2117",4,"39753","2008",242,105,"other"
"2118",264,"39864","2008",1499,105,"other"
"2119",4,"44963","2006",1499,293,"other"
"2120",57,"39627","2007",1499,181,"other"
"2121",4,"45114","2008",1499,105,"other"
"2122",99,"40426","2009",1499,59,"other"
"2123",7,"44553","2011",1499,15,"other"
"2124",23,"44632","2011",1499,15,"other"
"2125",56,"40306","2009",1499,59,"other"
"2126",94,"35691","2006",1499,293,"other"
"2127",920,"31351","2005",1499,456,"other"
"2128",4,"44769","2011",1499,15,"other"
"2129",50,"36029","2004",1499,657,"other"
"2130",4,"43274","2006",1499,293,"other"
"2131",59,"41826","2008",1499,105,"other"
"2132",75,"40446","2009",1499,59,"other"
"2133",1659,"30591","2004",1499,657,"other"
"2134",210,"32813","2004",1499,657,"other"
"2135",165,"37855","2008",1499,105,"other"
"2136",243,"35798","2007",1499,181,"other"
"2137",164,"39855","2008",1499,105,"other"
"2138",126,"32415","2004",1499,657,"other"
"2139",457,"32886","2005",1499,456,"other"
"2140",73,"39912","2007",1499,181,"other"
"2141",121,"40467","2009",1499,59,"other"
"2142",920,"31371","2005",1499,456,"other"
"2143",63,"41877","2009",1499,59,"other"
"2144",107,"39865","2008",1499,105,"other"
"2145",12,"42544","2007",1499,181,"other"
"2146",50,"40988","2009",1499,59,"other"
"2147",43,"41889","2005",1499,456,"other"
"2148",133,"41769","2008",1499,105,"other"
"2149",7,"43697","2007",1499,181,"other"
"2150",125,"40459","2009",1499,59,"other"
"2151",35,"38694","2006",1499,293,"other"
"2152",156,"34448","2004",1499,657,"other"
"2153",1,"45063","2011",1499,15,"other"
"2154",3,"44280","2009",1499,59,"other"
"2155",107,"37523","2007",1499,181,"other"
"2156",343,"33916","2005",1499,456,"other"
"2157",7,"44620","2011",1499,15,"other"
"2158",355,"33975","2006",98,293,"other"
"2159",4,"42096","2009",98,59,"other"
"2160",26,"41005","2007",92,181,"other"
"2161",8,"41011","2008",92,105,"other"
"2162",66,"41015","2008",92,105,"other"
"2163",13,"43566","2008",92,105,"other"
"2164",10,"41945","2009",92,59,"other"
"2165",51,"41257","2007",92,181,"other"
"2166",43,"41056","2008",92,105,"other"
"2167",57,"41134","2009",92,59,"other"
"2168",88,"36752","2005",92,456,"other"
"2169",22,"44179","2007",92,181,"other"
"2170",73,"43263","2007",92,181,"other"
"2171",44,"42620","2010",92,37,"other"
"2172",2,"43401","2008",92,105,"other"
"2173",102,"33914","2006",169,293,"other"
"2174",70,"42849","2008",169,105,"other"
"2175",65,"43947","2010",100,37,"other"
"2176",181,"38045","2008",55,105,"other"
"2177",227,"35209","2006",105,293,"other"
"2178",14,"43905","2010",105,37,"other"
"2179",545,"37937","2008",105,105,"other"
"2180",103,"37860","2008",105,105,"other"
"2181",40,"35058","2006",105,293,"other"
"2182",106,"40365","2009",105,59,"other"
"2183",352,"32972","2004",105,657,"other"
"2184",30,"40402","2009",105,59,"other"
"2185",253,"37033","2007",139,181,"other"
"2186",138,"38721","2007",139,181,"other"
"2187",2,"44242","2009",139,59,"other"
"2188",2367,"31615","2004",139,657,"other"
"2189",234,"37554","2006",139,293,"other"
"2190",343,"34117","2006",139,293,"other"
"2191",11,"41928","2008",139,105,"other"
"2192",281,"38083","2008",139,105,"other"
"2193",278,"36642","2005",139,456,"other"
"2194",8,"42799","2009",139,59,"other"
"2195",131,"31388","2005",139,456,"other"
"2196",74,"37489","2007",139,181,"other"
"2197",11,"41927","2008",139,105,"other"
"2198",200,"32192","2004",139,657,"other"
"2199",32,"42149","2007",139,181,"other"
"2200",14,"36654","2005",139,456,"other"
"2201",49,"40985","2009",139,59,"other"
"2202",126,"38278","2007",139,181,"other"
"2203",87,"41434","2009",139,59,"other"
"2204",36,"43797","2010",139,37,"other"
"2205",292,"40496","2007",78,181,"other"
"2206",95,"41554","2008",27,105,"other"
"2207",36,"43286","2005",1154,456,"other"
"2208",49,"39134","2008",1154,105,"other"
"2209",6,"43915","2009",1154,59,"other"
"2210",82,"42425","2010",1154,37,"other"
"2211",40,"43503","2010",1154,37,"other"
"2212",8,"39519","2008",1154,105,"other"
"2213",106,"40588","2009",1154,59,"other"
"2214",218,"40887","2009",1154,59,"other"
"2215",4,"43324","2007",1154,181,"other"
"2216",90,"40382","2009",1154,59,"other"
"2217",691,"34166","2005",1154,456,"other"
"2218",351,"39114","2008",1154,105,"other"
"2219",313,"33451","2006",1154,293,"other"
"2220",133,"42459","2010",1154,37,"other"
"2221",182,"38720","2008",1154,105,"other"
"2222",234,"31487","2004",1154,657,"other"
"2223",641,"29458","2004",1154,657,"other"
"2224",49,"42687","2010",1154,37,"other"
"2225",65,"43109","2010",1154,37,"other"
"2226",412,"37064","2007",1154,181,"other"
"2227",19,"42722","2010",1154,37,"other"
"2228",7,"39943","2008",1154,105,"other"
"2229",51,"41467","2008",1154,105,"other"
"2230",71,"39111","2007",1154,181,"other"
"2231",12,"38824","2008",1154,105,"other"
"2232",25,"41951","2009",1154,59,"other"
"2233",64,"40621","2009",1154,59,"other"
"2234",16,"44798","2011",1154,15,"other"
"2235",678,"36154","2007",1154,181,"other"
"2236",262,"35705","2007",1154,181,"other"
"2237",47,"42669","2009",1154,59,"other"
"2238",406,"32509","2005",1154,456,"other"
"2239",6,"36981","2007",1154,181,"other"
"2240",224,"35501","2006",1154,293,"other"
"2241",58,"42534","2010",1154,37,"other"
"2242",61,"37063","2007",1154,181,"other"
"2243",203,"40280","2008",1154,105,"other"
"2244",75,"39041","2008",1154,105,"other"
"2245",71,"41540","2009",1154,59,"other"
"2246",135,"35197","2006",1154,293,"other"
"2247",88,"42407","2010",1154,37,"other"
"2248",30,"39533","2008",1154,105,"other"
"2249",48,"39015","2008",1154,105,"other"
"2250",103,"38432","2008",1154,105,"other"
"2251",18,"42588","2010",1154,37,"other"
"2252",2452,"30539","2004",1154,657,"other"
"2253",131,"41426","2007",1154,181,"other"
"2254",36,"43235","2009",1154,59,"other"
"2255",15,"43231","2010",1154,37,"other"
"2256",16,"44352","2011",1154,15,"other"
"2257",271,"38773","2006",1154,293,"other"
"2258",551,"31183","2005",1154,456,"other"
"2259",17,"41622","2009",1154,59,"other"
"2260",1,"44393","2011",1154,15,"other"
"2261",1,"40146","2009",1154,59,"other"
"2262",18,"42158","2006",318,293,"other"
"2263",18,"42493","2007",318,181,"other"
"2264",31,"42552","2006",318,293,"other"
"2265",52,"38512","2006",318,293,"other"
"2266",53,"40840","2005",570,456,"other"
"2267",20,"41069","2009",570,59,"other"
"2268",117,"33797","2005",570,456,"other"
"2269",32,"34106","2005",570,456,"other"
"2270",10,"42104","2009",570,59,"other"
"2271",14,"42401","2008",570,105,"other"
"2272",109,"39051","2005",570,456,"other"
"2273",1,"43415","2009",570,59,"other"
"2274",15,"43444","2008",570,105,"other"
"2275",10,"41357","2008",570,105,"other"
"2276",180,"33872","2004",570,657,"other"
"2277",76,"40503","2009",570,59,"other"
"2278",1,"43346","2010",570,37,"other"
"2279",4,"42448","2010",570,37,"other"
"2280",45,"39657","2008",570,105,"other"
"2281",12,"42606","2009",570,59,"other"
"2282",71,"38769","2007",570,181,"other"
"2283",78,"41129","2005",570,456,"other"
"2284",4,"43233","2010",570,37,"other"
"2285",141,"36962","2005",570,456,"other"
"2286",7,"43560","2010",570,37,"other"
"2287",203,"34500","2006",570,293,"other"
"2288",99,"38523","2008",570,105,"other"
"2289",97,"38632","2007",570,181,"other"
"2290",47,"39618","2007",570,181,"other"
"2291",73,"41354","2005",570,456,"other"
"2292",53,"38870","2008",570,105,"other"
"2293",83,"39050","2008",570,105,"other"
"2294",57,"42662","2010",570,37,"other"
"2295",4,"41242","2007",570,181,"other"
"2296",43,"41084","2009",570,59,"other"
"2297",78,"42891","2010",570,37,"other"
"2298",6,"41321","2008",570,105,"other"
"2299",53,"41284","2008",570,105,"other"
"2300",70,"38615","2007",570,181,"other"
"2301",69,"42791","2010",570,37,"other"
"2302",161,"34380","2004",570,657,"other"
"2303",3,"44089","2010",570,37,"other"
"2304",93,"41456","2006",570,293,"other"
"2305",34,"41269","2009",570,59,"other"
"2306",18,"41364","2009",570,59,"other"
"2307",155,"33953","2005",570,456,"other"
"2308",18,"43466","2010",570,37,"other"
"2309",10,"43280","2010",570,37,"other"
"2310",829,"29391","2004",570,657,"other"
"2311",4,"44952","2009",570,59,"other"
"2312",21,"35653","2006",570,293,"other"
"2313",675,"34088","2005",121,456,"other"
"2314",252,"39288","2008",121,105,"other"
"2315",241,"35291","2007",121,181,"other"
"2316",90,"33790","2005",121,456,"other"
"2317",249,"31692","2005",238,456,"other"
"2318",26,"44692","2011",238,15,"other"
"2319",86,"42285","2010",238,37,"other"
"2320",36,"39267","2007",238,181,"other"
"2321",970,"31688","2005",238,456,"other"
"2322",148,"31960","2004",238,657,"other"
"2323",30,"42333","2010",61,37,"other"
"2324",12,"44358","2011",64,15,"other"
"2325",18,"44661","2011",520,15,"other"
"2326",22,"42380","2010",520,37,"other"
"2327",500,"31441","2005",520,456,"other"
"2328",10,"44330","2010",520,37,"other"
"2329",7,"44560","2008",520,105,"other"
"2330",203,"37892","2008",520,105,"other"
"2331",32,"39447","2008",520,105,"other"
"2332",19,"39792","2007",520,181,"other"
"2333",6,"44670","2009",520,59,"other"
"2334",317,"33331","2005",520,456,"other"
"2335",62,"35646","2007",520,181,"other"
"2336",118,"31554","2004",520,657,"other"
"2337",21,"42819","2009",520,59,"other"
"2338",7,"44344","2009",520,59,"other"
"2339",9,"44367","2011",520,15,"other"
"2340",14,"39666","2007",520,181,"other"
"2341",21,"44332","2008",520,105,"other"
"2342",4,"44671","2011",520,15,"other"
"2343",3,"40614","2009",520,59,"other"
"2344",12,"37712","2007",520,181,"other"
"2345",8,"37914","2008",520,105,"other"
"2346",15,"43457","2008",520,105,"other"
"2347",155,"33284","2004",520,657,"other"
"2348",8,"44449","2011",520,15,"other"
"2349",98,"35644","2007",520,181,"other"
"2350",19,"43749","2010",520,37,"other"
"2351",3,"44689","2011",520,15,"other"
"2352",180,"38928","2004",1001,657,"other"
"2353",120,"38913","2008",1001,105,"other"
"2354",41,"42007","2009",1001,59,"other"
"2355",64,"38132","2008",1001,105,"other"
"2356",333,"35889","2006",1001,293,"other"
"2357",61,"34361","2005",1001,456,"other"
"2358",469,"31954","2005",1001,456,"other"
"2359",15,"43598","2006",1001,293,"other"
"2360",727,"35862","2007",1001,181,"other"
"2361",17,"43356","2010",1001,37,"other"
"2362",1,"44573","2010",1001,37,"other"
"2363",233,"38068","2008",1001,105,"other"
"2364",36,"35409","2007",1001,181,"other"
"2365",340,"31538","2005",1001,456,"other"
"2366",49,"39703","2008",1001,105,"other"
"2367",911,"33075","2005",1001,456,"other"
"2368",30,"41720","2009",1001,59,"other"
"2369",250,"35612","2007",1001,181,"other"
"2370",152,"31701","2005",1001,456,"other"
"2371",36,"42372","2010",1001,37,"other"
"2372",365,"31659","2005",1001,456,"other"
"2373",80,"41150","2009",1001,59,"other"
"2374",9,"44308","2007",1001,181,"other"
"2375",1066,"30890","2004",1001,657,"other"
"2376",165,"38067","2005",1001,456,"other"
"2377",14,"37027","2007",1001,181,"other"
"2378",258,"36103","2007",1001,181,"other"
"2379",4,"43771","2009",1001,59,"other"
"2380",877,"31207","2004",1001,657,"other"
"2381",56,"43424","2010",1001,37,"other"
"2382",112,"38796","2007",1001,181,"other"
"2383",248,"35825","2007",1001,181,"other"
"2384",53,"33193","2006",1001,293,"other"
"2385",586,"35339","2007",1001,181,"other"
"2386",66,"42223","2010",1001,37,"other"
"2387",12,"43366","2009",1001,59,"other"
"2388",82,"40605","2009",1001,59,"other"
"2389",12,"40831","2009",1001,59,"other"
"2390",60,"42635","2010",1001,37,"other"
"2391",128,"35483","2007",1001,181,"other"
"2392",96,"40739","2009",1001,59,"other"
"2393",11,"44184","2006",264,293,"other"
"2394",76,"39487","2005",264,456,"other"
"2395",123,"43603","2006",180,293,"other"
"2396",121,"37843","2008",180,105,"other"
"2397",2,"44139","2008",15,105,"other"
"2398",113,"40008","2009",188,59,"other"
"2399",22,"34161","2006",188,293,"other"
"2400",3,"44800","2011",188,15,"other"
"2401",33,"41227","2008",188,105,"other"
"2402",8,"42718","2009",188,59,"other"
"2403",59,"40869","2009",188,59,"other"
"2404",515,"32340","2005",188,456,"other"
"2405",745,"35716","2005",188,456,"other"
"2406",6,"43316","2009",12,59,"other"
"2407",109,"30926","2005",37,456,"other"
"2408",62,"35255","2007",37,181,"other"
"2409",9,"39003","2008",37,105,"other"
